"title","genre","director","year","duration","gross","budget","cast_facebook_likes","votes","reviews","rating","duration2"
"Run All Night","Action","Jaume Collet-Serra",2015,114,26442251,50000000,16992,76010,441,6.6,"[100,120)"
"Terminator Genisys","Action","Alan Taylor",2015,126,89732035,155000000,38873,188457,1341,6.6,"[120,280]"
"The Hunger Games: Mockingjay - Part 2","Adventure","Francis Lawrence",2015,137,281666058,160000000,81385,166137,772,6.6,"[120,280]"
"Burnt","Comedy","John Wells",2015,101,13650738,20000000,16926,61360,304,6.6,"[100,120)"
"Focus","Comedy","Glenn Ficarra",2015,105,53846915,50100000,11943,149337,500,6.6,"[100,120)"
"Home","Adventure","Tim Johnson",2015,94,177343675,135000000,17883,70121,379,6.7,"[ 63,100)"
"No Escape","Action","John Erick Dowdle",2015,103,27285953,5000000,259,48675,417,6.8,"[100,120)"
"Max","Adventure","Boaz Yakin",2015,111,42652003,20000000,2851,18915,148,6.8,"[100,120)"
"Chappie","Action","Neill Blomkamp",2015,120,31569268,49000000,23051,172965,998,6.9,"[120,280]"
"The Diary of a Teenage Girl","Drama","Marielle Heller",2015,102,1477002,2000000,11184,16645,240,6.9,"[100,120)"
"In the Heart of the Sea","Action","Ron Howard",2015,122,24985612,100000000,28328,71782,450,7,"[120,280]"
"Jurassic World","Action","Colin Trevorrow",2015,124,652177271,150000000,8458,418214,1934,7,"[120,280]"
"Cinderella","Drama","Kenneth Branagh",2015,105,201148159,95000000,4671,103737,665,7,"[100,120)"
"The Longest Ride","Drama","George Tillman Jr.",2015,128,37432299,34000000,3386,50041,233,7.1,"[120,280]"
"Furious 7","Action","James Wan",2015,140,350034110,190000000,79150,278232,1081,7.2,"[120,280]"
"The Peanuts Movie","Adventure","Steve Martino",2015,88,130174897,99000000,309,27918,363,7.2,"[ 63,100)"
"The Intern","Comedy","Nancy Meyers",2015,121,75274748,35000000,36010,130661,545,7.2,"[120,280]"
"Brotherly Love","Drama","Jamal Hill",2015,89,444044,1900000,4249,744,29,7.2,"[ 63,100)"
"The Age of Adaline","Drama","Lee Toland Krieger",2015,112,42478175,25000000,15327,93767,423,7.2,"[100,120)"
"The Man from U.N.C.L.E.","Action","Guy Ritchie",2015,116,45434443,75000000,15735,175960,722,7.3,"[100,120)"
"Dope","Comedy","Rick Famuyiwa",2015,103,17474107,7000000,1342,56605,269,7.3,"[100,120)"
"Ant-Man","Action","Peyton Reed",2015,117,180191634,130000000,5730,313866,1066,7.4,"[100,120)"
"The Walk","Adventure","Robert Zemeckis",2015,123,10137502,35000000,23031,77394,530,7.4,"[120,280]"
"Avengers: Age of Ultron","Action","Joss Whedon",2015,141,458991599,250000000,92000,462669,1752,7.5,"[120,280]"
"10 Days in a Madhouse","Drama","Timothy Hines",2015,111,14616,12000000,2059,314,11,7.5,"[100,120)"
"Southpaw","Drama","Antoine Fuqua",2015,124,52418902,30000000,16881,147128,582,7.5,"[120,280]"
"Sicario","Action","Denis Villeneuve",2015,121,46875468,30000000,1467,196217,939,7.6,"[120,280]"
"Bridge of Spies","Drama","Steven Spielberg",2015,142,72306065,40000000,16944,178118,814,7.6,"[120,280]"
"Creed","Drama","Ryan Coogler",2015,133,109712885,35000000,15106,146708,799,7.7,"[120,280]"
"The Martian","Adventure","Ridley Scott",2015,151,228430993,108000000,14831,472488,1591,8.1,"[120,280]"
"The Revenant","Adventure","Alejandro G. Inarritu",2015,156,183635922,135000000,57108,406020,1744,8.1,"[120,280]"
"Inside Out","Adventure","Pete Docter",2015,95,356454367,175000000,2944,345198,1309,8.3,"[ 63,100)"
"God's Not Dead 2","Drama","Harold Cronk",2016,120,20773070,5000000,1810,4501,131,3.4,"[120,280]"
"Zoolander 2","Comedy","Ben Stiller",2016,102,28837115,50000000,24107,34964,376,4.8,"[100,120)"
"The 5th Wave","Action","J Blakeson",2016,112,34912982,38000000,19974,55617,460,5.2,"[100,120)"
"The Boss","Comedy","Ben Falcone",2016,99,63034755,29000000,23562,16984,250,5.3,"[ 63,100)"
"The Young Messiah","Drama","Cyrus Nowrasteh",2016,111,6462576,18500000,824,1449,54,5.4,"[100,120)"
"Gods of Egypt","Action","Alex Proyas",2016,126,31141074,140000000,19769,51892,457,5.5,"[120,280]"
"Ghostbusters","Action","Paul Feig",2016,116,118099659,144000000,2097,69757,1675,5.5,"[100,120)"
"Independence Day: Resurgence","Action","Roland Emmerich",2016,120,102315545,165000000,3233,58137,806,5.5,"[120,280]"
"Jane Got a Gun","Action","Gavin O'Connor",2016,98,1512815,25000000,21414,8885,179,5.8,"[ 63,100)"
"Pride and Prejudice and Zombies","Action","Burr Steers",2016,108,10907291,28000000,4710,23775,359,5.8,"[100,120)"
"Allegiant","Action","Robert Schwentke",2016,120,66002193,110000000,12452,44296,325,5.8,"[120,280]"
"Ride Along 2","Action","Tim Story",2016,102,90835030,40000000,5178,28621,177,5.9,"[100,120)"
"Dirty Grandpa","Comedy","Dan Mazer",2016,109,35537564,11500000,24063,49671,324,6,"[100,120)"
"Neighbors 2: Sorority Rising","Comedy","Nicholas Stoller",2016,92,55291815,35000000,17860,28041,288,6,"[ 63,100)"
"The Huntsman: Winter's War","Action","Cedric Nicolas-Troyan",2016,120,47952020,115000000,46719,37750,365,6.1,"[120,280]"
"My Big Fat Greek Wedding 2","Comedy","Kirk Jones",2016,94,59573085,18000000,2259,13562,259,6.1,"[ 63,100)"
"How to Be Single","Comedy","Christian Ditter",2016,110,46813366,38000000,4882,39440,231,6.1,"[100,120)"
"Triple 9","Action","John Hillcoat",2016,115,12626905,20000000,27214,32567,320,6.3,"[100,120)"
"Risen","Action","Kevin Reynolds",2016,107,36874745,20000000,389,12276,239,6.3,"[100,120)"
"The Angry Birds Movie","Action","Clay Kaytis",2016,97,107225164,73000000,24350,27130,267,6.3,"[ 63,100)"
"Keanu","Action","Peter Atencio",2016,100,20566327,15000000,2958,15385,213,6.4,"[100,120)"
"Alice Through the Looking Glass","Adventure","James Bobin",2016,113,76846624,170000000,80806,21352,349,6.4,"[100,120)"
"Central Intelligence","Action","Rawson Marshall Thurber",2016,107,126088877,50000000,14569,33354,287,6.6,"[100,120)"
"The Legend of Tarzan","Action","David Yates",2016,110,124051759,180000000,21175,42372,487,6.6,"[100,120)"
"Free State of Jones","Action","Gary Ross",2016,139,20389967,50000000,12786,3077,126,6.7,"[120,280]"
"Miracles from Heaven","Drama","Patricia Riggen",2016,109,61693523,13000000,7833,6276,118,6.8,"[100,120)"
"The Shallows","Drama","Jaume Collet-Serra",2016,86,54257433,17000000,971,12983,325,6.8,"[ 63,100)"
"Now You See Me 2","Action","Jon M. Chu",2016,129,64685359,90000000,23031,40862,335,6.9,"[120,280]"
"Suicide Squad","Action","David Ayer",2016,123,161087183,175000000,11287,118992,1389,6.9,"[120,280]"
"Batman v Superman: Dawn of Justice","Action","Zack Snyder",2016,183,330249062,250000000,24450,371639,3691,6.9,"[120,280]"
"Kung Fu Panda 3","Action","Alessandro Carloni",2016,95,143523463,145000000,36095,64322,355,7.2,"[ 63,100)"
"Warcraft","Action","Duncan Jones",2016,123,46978995,160000000,5505,111609,1056,7.3,"[120,280]"
"X-Men: Apocalypse","Action","Bryan Singer",2016,144,154985087,178000000,49684,148379,1018,7.3,"[120,280]"
"10 Cloverfield Lane","Drama","Dan Trachtenberg",2016,104,71897215,15000000,14504,126893,851,7.3,"[100,120)"
"13 Hours","Action","Michael Bay",2016,144,52822418,50000000,3580,47764,423,7.4,"[120,280]"
"Star Trek Beyond","Action","Justin Lin",2016,122,130468626,185000000,1327,53607,754,7.5,"[120,280]"
"Deadpool","Action","Tim Miller",2016,108,363024263,58000000,18239,479047,1637,8.1,"[100,120)"
"Captain America: Civil War","Action","Anthony Russo",2016,147,407197282,250000000,64798,272670,1538,8.2,"[120,280]"
